ano,populacao,gini_financeiro,gini_total,gini_imobiliario,share_top1,share_top10,share_top50,share_top10_excl_top1,share_top50_excl_top10,p50_riqueza,p90_riqueza,p99_riqueza,p91_riqueza,p92_riqueza,p93_riqueza,p94_riqueza,p95_riqueza,p96_riqueza,p97_riqueza,p98_riqueza,p50_capfin,p90_capfin,p91_capfin,p92_capfin,p93_capfin,p94_capfin,p95_capfin,p96_capfin,p97_capfin,p98_capfin,p99_capfin,preco_imovel,n_total_mercado,n_detidos_total,n_proprietarios,taxa_propriedade,riqueza_media,capital_medio,riqueza_imob_media,divida_media,rent_total_ano,frac_rent_renda,n_renters,riqueza_media_c0,pop_c0,n_imoveis_c0,n_proprietarios_c0,renda_diaria_mediana_c0,riqueza_media_c1,pop_c1,n_imoveis_c1,n_proprietarios_c1,renda_diaria_mediana_c1,riqueza_media_c2,pop_c2,n_imoveis_c2,n_proprietarios_c2,renda_diaria_mediana_c2
67,40889,0.9771,0.9612,0.6173,0.8608,0.9694,0.9927,0.1086,0.0233,711701.4800645993,9922939.607197847,256303548.67675474,11844853.340882996,14125846.714762762,16673440.752912054,19864791.206539724,24804223.82283724,32182912.5922525,43071381.8840239,63603497.2843086,0.0,4489613.803798318,6207346.066800483,8338330.700902908,11130576.252702128,14636050.14331863,19828292.665359806,27168543.827653613,37757322.000714384,57067950.465908684,210754653.9526204,711701.0,135530,100676,32167,0.7867,27861339.309847023,26111982.07661321,1752335.7921930987,2978.5589592857705,5131609.0,0.001,1175,604009.0982275408,33033,25776,25506,166.17208087597427,17180255.261897843,6592,27376,5550,2121.426583228703,795900180.2311345,1264,47524,1111,1824.8488358648844
68,40671,0.9773,0.962,0.6203,0.8622,0.9704,0.9928,0.1082,0.0224,723827.0419027726,10063559.3723892,269306682.76646364,12190046.960169677,14507573.61612845,17425056.572527755,20572781.091930967,25970456.254146423,33738922.74152898,45270150.22191048,66801345.9049661,0.0,4633488.119304828,6412176.526184466,8689678.076749573,11587688.84474936,15348159.064326202,20788168.501945663,28511649.146396376,39450995.32528325,59927335.2972249,217815300.9919972,723827.0,137562,100845,32071,0.7885,29150891.664304778,27359116.218829837,1794751.4946936418,2976.049218694359,5462212.0,0.0011,1056,616799.5814216896,32927,25793,25506,166.8522616104873,18055133.751284376,6503,26979,5472,2192.3979795005903,844378743.1723331,1241,48073,1093,1897.5157542375246
69,40489,0.9773,0.9621,0.6218,0.862,0.9707,0.9928,0.1087,0.0221,736403.5757399475,10319605.478233555,245978263.1969152,12536790.30487736,15062785.737041853,18125460.635052074,21485585.355288457,26850536.48767701,34919208.891483955,46842000.63745076,69584124.48678884,0.0,4663851.864720763,6509062.928473465,8974953.321273794,11964203.749000868,16017403.746357093,21557657.69506579,29485149.932441115,40900743.25002916,62846550.08020448,206371597.9431674,736404.0,139625,100770,32008,0.7905,29804173.239808,27974539.524271354,1832778.9850901358,3145.2695534899485,5803894.0,0.0012,965,629889.9087767636,32828,25806,25506,167.90589682933674,18974408.892340988,6443,26680,5424,2275.813180311324,873408068.873489,1218,48284,1078,1927.7434194818095
70,40295,0.9775,0.9627,0.6231,0.8631,0.9714,0.9929,0.1083,0.0215,749229.940073168,10498694.892147273,254543054.69871235,12769550.353079487,15623402.175900836,18815668.82392891,22283503.11955532,27773103.840957515,36194741.51083813,48194355.96224546,71945909.58537436,0.0,4700204.319619671,6711989.809511336,9272836.266343111,12373467.732108219,16644339.515622687,22587799.79246746,30794709.536072966,42395914.46405503,65057280.04690832,209231868.66597903,749230.0,141719,100633,31931,0.7924,30887106.399219573,29019124.737750582,1871131.8168354167,3150.1553664260846,5352919.0,0.0011,891,643471.7069420995,32720,25818,25506,170.93768189910963,19916043.146024533,6381,26407,5365,2345.0590989416824,918305935.3355315,1194,48408,1060,1958.1771280189248
71,40044,0.9768,0.9621,0.6256,0.8592,0.9711,0.9928,0.1119,0.0217,762355.0747287944,10838232.923278976,257727963.63472807,13234080.134431439,16154330.610693082,19710381.71066471,23127974.179585136,28986841.730334055,37906529.4453701,50672561.751643546,75793912.40684539,0.0,4941658.553867984,7012477.040606989,9686528.301439198,13077286.924689613,17467081.494794033,23667033.508729275,32362456.21951252,44695128.46478424,68556465.58494434,217641648.00857756,762355.0,143844,100879,31862,0.7957,31268203.20770429,29350896.334128637,1920527.8589443122,3220.9853686628358,4456092.0,0.0009,780,658814.4302777717,32538,25825,25506,173.73332944289766,20985812.896255128,6325,26132,5302,2442.6048828118865,929663131.8781701,1181,48922,1054,1968.2895201046233
72,39817,0.9772,0.9628,0.6271,0.8609,0.9718,0.9929,0.1109,0.0211,775953.9553671087,11124535.370422002,250076262.0970051,13776714.94801271,16768869.831294319,20389948.933494665,24244312.568694007,30497961.294673763,39565882.92007727,52632933.115596496,78228365.32945125,0.0,5067429.705651352,7244765.593586459,10112332.089605357,13747231.751373004,18287075.30841506,24797743.967991315,33783318.6329781,46778682.396553874,71343583.60796458,202367516.58862308,775954.0,146001,100861,31803,0.7987,32577279.715600424,30615021.34080421,1965579.8250064533,3321.4502102454903,4589805.0,0.0009,609,673954.061105106,32404,25842,25506,175.64244765400852,22139547.62834744,6251,25881,5259,2555.5906649024064,978396236.501904,1162,49138,1038,1960.421794111561
73,39675,0.9774,0.9636,0.6285,0.8628,0.9727,0.993,0.1099,0.0204,789628.7167246214,11419709.721358983,253393749.3566496,14034749.43688485,17313873.723949283,21133983.76831309,25397169.1690384,31817271.924436335,41144412.19761683,54654094.64037139,81903726.34953988,0.0,5212209.698578494,7515391.53165105,10458427.94312692,14212810.480954695,19206041.875993587,25986325.506588627,34906084.79369359,48772418.67885561,74900588.48498333,209599329.29348698,789629.0,148191,100745,31731,0.7998,34049714.502290405,32047996.91354453,2005069.818939432,3352.230193560699,3858147.0,0.0007,530,687695.2553348927,32346,25851,25506,177.03190473827019,23256872.50111743,6189,25626,5208,2654.955210591801,1039246884.4209592,1140,49268,1017,1965.946465766333
74,39473,0.9778,0.9645,0.6299,0.8658,0.9737,0.9933,0.1079,0.0196,803863.9400952123,11620648.440171767,243039875.9744296,14228037.320269505,17805581.78271855,21790983.606287334,26193939.23642634,32959696.710633516,42211923.73554745,56512440.9869461,85313623.74370544,0.0,5171359.35555466,7637146.642922857,10591876.639171133,14741984.759261863,19909491.368317362,26655340.849177707,36181232.63739314,50870749.61757836,78422605.95187515,204486965.90545633,803847.0,150413,100470,31564,0.7996,35747538.337925464,33705055.871366665,2046018.9007890455,3536.4342302428163,3426306.0,0.0006,431,702859.0726203587,32241,25863,25429,179.98225658831402,24420837.441763718,6115,25292,5139,2750.4792964374706,1109282256.4871924,1117,49315,996,1965.4607808869262
75,39222,0.9782,0.9653,0.6305,0.868,0.9745,0.9934,0.1065,0.0189,818252.5493066336,11830211.64655393,235000690.82287416,14673223.273957651,18511444.9408354,22784664.479428656,27297193.329052836,34368644.262367755,43719375.46786807,59034934.30900413,88616336.83792236,0.0,5215807.471418499,7869675.138352064,11001455.797224272,15544221.467694713,21068621.9021226,28113860.515712664,37928355.49946369,53508974.24193409,81292286.42886335,199935421.55585343,818253.0,152669,99903,31395,0.8004,37353373.58627144,35272785.36032706,2084184.4993468109,3596.2734024178417,3448270.0,0.0006,453,719403.3337602182,32088,25873,25355,184.05945422632527,25715057.264835656,6048,25005,5075,2864.565867215911,1184590366.7489085,1086,49025,965,2007.4437963087935
76,39073,0.9786,0.9659,0.6309,0.8692,0.9751,0.9935,0.1059,0.0185,833257.6814739299,12081994.443716034,231764941.64595786,15010185.60792395,18950287.020367905,23394463.221491437,28373904.024539854,35666525.99478729,45725896.38170022,61774491.233181246,91710403.92835785,5.583491636386356,5280302.106730327,8086452.945422945,11407027.28280449,16037191.018638438,21925447.061984915,29185585.957363043,39587167.01441923,55078328.31068671,84915523.85046306,198749322.36951825,833086.0,154959,99555,31292,0.8009,38724451.24754051,36605558.27905327,2122640.223217787,3747.254730536844,4791480.0,0.0009,452,734901.2908932782,32006,25882,25293,186.5972569942409,26983940.0507301,6000,24824,5056,2979.4818825307034,1244288277.9516776,1067,48849,943,1978.7123521102742
77,38905,0.979,0.9669,0.6327,0.8717,0.9761,0.9937,0.1044,0.0177,848202.562434111,12183695.205289846,225814318.33724922,15382442.427792199,19540068.48534535,24151916.334956273,29428152.480459563,37167957.2553033,47845689.05386042,64730016.16821056,96020136.27441438,0.0,5292289.463092861,8171080.552126796,11721385.049489472,16420529.100863079,22800740.680774488,30807606.79397431,41412327.41479168,57759585.55128555,89430341.57153684,204715936.19987777,848186.0,157283,99508,31161,0.801,40776783.812842876,38611251.08145515,2169420.1896469933,3887.4582592545116,3918468.0,0.0007,432,750711.1124778974,31925,25892,25231,190.0598972630506,28444114.681881614,5924,24534,4999,3087.929261074001,1320029722.1565611,1056,49082,931,1999.2154926263913
78,38692,0.9794,0.968,0.6352,0.8751,0.9772,0.994,0.102,0.0168,863532.182966075,12432420.792650983,240087551.34638417,15974876.255299067,20169360.183183067,25119701.505848598,30763353.52875148,38836641.34780407,49820402.11480814,67359568.74170652,100816192.39343065,0.0,5401067.2357813,8337447.096013138,12217278.373992575,17128239.96699846,23900030.390080698,32235883.237655617,43309943.094713986,60559413.01584784,94687660.96606946,217687421.99921647,863532.0,159642,99703,31028,0.8019,43563851.66138473,41342552.02580824,2225182.188521311,3882.552944815781,3925240.0,0.0007,457,767664.0797230747,31805,25902,25171,195.39762248682464,29968718.729145825,5849,24281,4941,3209.81526248342,1431473946.6087976,1038,49520,916,2050.533241102307
79,38548,0.9798,0.9686,0.636,0.8764,0.9778,0.9941,0.1015,0.0163,879402.3126251979,12600978.983603362,236233455.20029896,16379214.029500894,20792415.367105648,26056069.918322913,32094575.958140817,40454184.31965625,51942137.92057756,70084332.36513552,105335048.1229366,0.0,5305823.8076008875,8453043.765774464,12510213.577216085,17778272.24738204,25028677.886387207,33787714.176516734,45149619.06983925,63662645.80801721,98784330.91474904,221100023.55845416,879377.0,162036,99430,30917,0.802,45349851.33793895,43085538.06949569,2268248.7495829836,3935.481139725254,4368077.0,0.0008,438,783999.9934201981,31739,25917,25126,199.3531833470189,31635777.25379604,5783,24048,4891,3339.447851403305,1501279720.9795365,1026,49465,900,1983.8826949027698
80,38325,0.9789,0.9675,0.638,0.8706,0.9772,0.994,0.1066,0.0167,896070.4580855793,12744719.345806036,243406027.84879223,16643982.433200983,21418961.556158368,26944563.843079332,33705385.07713189,42522070.001240976,54204725.75828574,72913429.23820208,110102477.84717971,19.845187061125444,5354327.860313641,8592607.071177857,13064283.048708364,18479731.355876256,26286565.93925889,35487170.22950867,47402155.07657644,66500542.75056266,102900500.0428499,223480110.68249658,895484.0,164466,99411,30714,0.8014,44791019.47041347,42472250.344753645,2322791.597421389,4022.471761567263,4978854.0,0.0009,421,802649.0796774297,31594,25926,24977,202.82482083434803,33167423.246158976,5723,23844,4856,3457.9692132853106,1489523574.3477178,1008,49641,881,2062.0186096910497
81,38139,0.9794,0.9685,0.6389,0.8735,0.9783,0.9942,0.1048,0.0159,912529.5759073265,12870867.482196294,254251484.89403623,16713328.276708357,21583455.82731728,27668221.758473642,34651366.86927314,44421266.450868405,56413042.566310436,76502364.82916564,116243048.3567468,55.81798801282518,5248144.699582996,8620579.801550891,13194379.183148028,19071404.552190978,27078282.44668221,37023335.83427619,49708164.329402015,70192596.40441695,108536186.29283546,229603791.54459098,911850.0,166932,99011,30556,0.8012,47346056.11052172,44982836.40714126,2367213.8683194304,3994.164938984388,3858307.0,0.0007,389,820173.6347997779,31508,25933,24906,206.7524133664124,34955621.26166663,5645,23566,4793,3569.3487250977755,1605035214.0890546,986,49512,857,2114.4889967921
82,37941,0.9798,0.9694,0.64,0.8758,0.9791,0.9944,0.1034,0.0152,929368.434692289,13004449.058671476,260151118.0452069,16987784.507176656,22312670.691175442,28783115.60653046,36019191.51196383,46301363.02324033,58739591.965552986,80234354.11833489,121633530.61771598,57.60870324322366,5197854.060142116,8686373.451545905,13502011.923202012,19814623.99748411,28356035.301177792,38809741.64203965,52043615.04840699,72771909.42224978,113978859.99187735,240244650.5322958,928432.0,169435,98760,30423,0.8019,49907487.84804837,47494913.22412513,2416697.754182835,4123.13025960378,3967396.0,0.0007,415,838802.2018660831,31398,25943,24843,211.41908528634863,36796813.235585116,5573,23306,4740,3729.5578660035244,1713540870.8728826,970,49511,840,2120.708205322103
83,37796,0.9802,0.9702,0.6412,0.8775,0.98,0.9945,0.1025,0.0146,946016.8168357622,13056837.637963425,266893994.07064745,17220797.884748135,22725458.82604722,29383293.279521633,37313830.032419324,47686156.486748375,61096345.956446886,83966035.14240988,126067228.73461285,61.58941941549623,5005812.962366044,8574304.870520853,13744650.476155953,20432383.367358375,29035369.781490654,40332539.85807338,54375627.96525657,75588187.99213207,118462931.889196,248725602.01740563,945403.0,171976,98572,30333,0.8025,52241642.84342664,49780257.83905995,2465611.6536828773,4226.6493161893995,4233903.0,0.0007,441,856765.3473662519,31333,25953,24828,217.38189209733414,38697649.00001095,5507,22989,4675,3830.8968838297033,1814406015.9393992,956,49630,830,2210.271857020955
84,37643,0.9804,0.9705,0.6405,0.8772,0.9804,0.9946,0.1032,0.0142,963397.8868820486,13050657.050166033,272197948.15403455,17443858.95549824,23140917.70970385,30274416.2561695,38814013.17215996,49892300.71015325,63997676.60472301,87038874.40106423,131006153.8908476,24.288482976516004,4851505.232046684,8457870.81493447,13775515.047634108,21143464.63772723,30151433.7906688,42450824.88672915,56782715.70826172,79291369.20616719,122859434.20567024,250588250.77069277,962926.0,174555,97784,30196,0.8022,53715337.3465746,51218281.28586284,2501361.354686873,4305.293975119478,4357933.0,0.0007,418,875270.3559303199,31254,25971,24765,222.75709301407775,40883186.558242306,5457,22766,4625,3974.8712502978283,1900806003.2022889,932,49047,806,2176.0709925874853
85,37473,0.9806,0.9709,0.6411,0.8776,0.9808,0.9947,0.1032,0.0139,981383.7409424423,13000796.015695259,281501670.31211185,17805270.07323162,23799945.22185141,31467943.78894572,39996728.008293524,52085855.58027254,66734449.488123424,90137926.9908307,134476749.91594046,65.72000086945903,4887807.249239679,8460315.09547661,14017762.969027016,21852026.076020256,31255227.954156004,44045435.087421544,59304269.78298256,82450064.38535012,126350901.1152004,262165670.54820502,980832.0,177173,97347,30053,0.802,55508603.533395715,52964995.0551693,2547995.2919965778,4386.813770155603,4467317.0,0.0007,417,895024.1066171323,31155,25979,24698,228.86103040881957,43028376.35585064,5400,22504,4569,4112.413468035413,1982392365.8427968,918,48864,786,2150.4459853016024
86,37268,0.9803,0.9705,0.6417,0.8742,0.9807,0.9946,0.1065,0.0139,1000852.363420126,13081859.835868144,288261884.31082636,17997851.026178513,24385967.069326833,32457880.890450582,41693877.409025736,54146403.9350154,69668776.13440228,94431257.67399545,141155565.42209393,56.17326825276772,4815263.031714924,8432213.450689722,14321679.876757849,22778000.33997176,32817639.828246444,46221196.71213749,61590548.61460986,85483449.54265888,132554263.90722758,265441838.14988843,999217.0,179830,96950,29896,0.8022,56019647.769142345,53424764.6777794,2599391.3602758534,4508.268912913846,3801245.0,0.0006,412,916024.539571482,31034,25989,24608,234.6136898952443,45530261.15041049,5331,22259,4516,4309.759046252345,2011728134.3372061,903,48702,772,2138.714941599251
87,37082,0.9806,0.9714,0.6437,0.8765,0.9816,0.9948,0.1051,0.0132,1019928.9582017296,13084238.285435677,305612889.4453861,18336860.924523458,25183662.265682515,33887432.76515247,43746299.164199755,57014237.60221243,73402009.00900735,99759988.28509782,149245367.95888278,75.94761659790032,4694397.924379299,8392923.600588838,14678221.690580124,23732869.779118024,34701469.30606654,49051907.96664132,65482421.352180764,90369276.51880169,140147563.34887856,275215874.50316155,1018037.0,182527,97103,29759,0.8025,59645739.419758216,56984532.8666186,2665833.20320498,4626.650065375849,5120616.0,0.0008,414,937534.3437689204,30915,26000,24515,239.27489479169319,48192647.45836681,5277,22079,4486,4480.1096185693295,2166839139.649502,890,49024,758,2224.3476265602103
88,36911,0.981,0.9723,0.6456,0.8791,0.9825,0.995,0.1034,0.0126,1039587.3174702356,13026387.98201209,315561724.4637892,18626148.234613046,25798670.03078957,34993779.5195021,45265701.25015998,59887794.795531124,77136145.62781934,104430301.49742343,155838022.8342943,63.163753263517734,4647623.875561534,8267804.301799722,14647892.957700014,24430463.980699945,35909458.34719812,51545370.241525866,68737497.45981823,95176196.2888187,147721447.7648685,287453057.1509963,1037441.0,185264,97158,29633,0.8028,63423925.35916821,60697898.95287768,2730776.203294307,4749.79700377418,4277513.0,0.0007,415,958985.9566591973,30819,26020,24454,245.0586027992031,50929504.05099561,5216,21825,4432,4628.3755604241605,2335430625.1187043,876,49313,747,2269.001116645838
89,36720,0.9812,0.9727,0.6461,0.8794,0.9829,0.9951,0.1034,0.0123,1059909.462145162,12953514.522254169,319013084.4119228,18878120.74405683,26464222.170808002,36252575.52537158,46898664.35809691,62497480.831951536,80388376.50636433,107706542.47486937,162738788.2242205,68.75602817173402,4578821.372037986,8091083.988358028,14870211.337581078,25191969.75085182,37404360.23699474,53883102.63158831,71982691.04920183,99567804.26011108,154422644.95517516,292344222.9738852,1057337.0,188042,96815,29476,0.8027,65760023.519212484,62977166.76869704,2787747.061945772,4890.311430317477,4667778.0,0.0007,408,981766.48363651,30694,26036,24345,250.89560197685017,53540256.7713937,5171,21633,4398,4751.874474713358,2465166146.680546,855,49146,733,2325.264991620586
90,36556,0.9811,0.9726,0.646,0.8776,0.983,0.9951,0.1053,0.0122,1080256.0079913498,12927090.514642134,330305673.90297705,18512913.59198035,26329782.35376425,36730892.90313585,48321355.04717177,65010122.25249571,83179620.20048411,112317522.23151165,169575191.36313495,54.03090497493486,4377083.176710829,7962579.453262211,14765291.559395097,25083191.85139037,38741427.37178299,56375204.59576927,74882760.10787492,103941910.69010524,157755065.44492644,303649354.7180346,1077537.0,190862,96087,29275,0.8008,66686439.459321424,63859080.051923946,2832293.3244314184,4933.91703394288,3657352.0,0.0006,379,1003662.0788665077,30611,26049,24230,255.51046095299785,56417312.02362984,5105,21323,4326,4941.021734741555,2522685717.973977,840,48715,719,2327.8128997158115
91,36391,0.9816,0.9734,0.6459,0.8803,0.9836,0.9953,0.1034,0.0117,1101160.6422396582,12726032.972564466,329838503.4795448,17965279.92546429,26905151.59396503,37424381.5376587,49160952.60148367,67295628.05395004,86468490.2996902,116819663.66785452,173875357.74944347,64.43052559622923,4115558.8017747793,7724891.7905507535,14516243.761412537,25209208.808384944,40014035.33817017,57916991.70209803,78538115.07294331,107327436.91683356,163133970.25854972,314997845.9670794,1098208.0,193724,95577,29151,0.801,70223066.30242231,67343715.47908585,2884323.7339981156,4972.910661656085,4327090.0,0.0007,424,1026842.7250582762,30511,26067,24168,262.8981497343801,59190821.809984885,5052,21066,4271,5084.191001230598,2687349729.0376253,828,48444,712,2339.643459864568
92,36211,0.9818,0.9736,0.6457,0.8797,0.9839,0.9954,0.1042,0.0115,1123809.661254286,12714917.1913754,342925581.4434273,18323893.49215459,27517118.064292133,38165955.408823885,51486396.691120535,70518372.09842953,90920964.26633197,121567342.62507808,180946261.2291136,72.23450084420126,4135385.7359482134,7677858.622521683,14136403.767823376,26177070.470660284,41784369.447873004,60932720.07487057,82257997.34709781,111460240.08505648,171236984.5532358,326267671.2065583,1119289.0,196629,95101,29015,0.8013,72582782.49469224,69648259.95688291,2939590.0086690784,5067.470859743819,4822375.0,0.0007,392,1051760.4149655814,30385,26079,24076,269.7502398299206,62680039.413501434,5008,20882,4238,5282.517035088064,2790263764.4544706,818,48140,701,2254.180765222044
93,36048,0.9822,0.9743,0.6464,0.8818,0.9845,0.9955,0.1027,0.011,1145938.1034274143,12826550.24397715,362500006.77350384,18311819.436707925,28202162.0290002,39259551.16907487,53604016.77934153,73429000.34132461,95418959.41105023,126654105.64789824,188287438.88511968,139.30200078357987,3978204.297153529,7552493.941477633,14244402.144783452,26680555.20522121,43643007.72679661,63434882.01668579,86092991.31561828,116933801.49689479,179313040.1334698,342466660.2735946,1140640.0,199578,94809,28847,0.8002,76599491.01938066,73604602.47460426,2999971.81261565,5083.267839267434,4453617.0,0.0007,361,1076060.3520035173,30288,26088,23964,272.9959470728675,66017813.131902166,4950,20645,4192,5506.818432455973,2965282174.4718947,810,48076,691,2282.894646075779
94,35890,0.9823,0.9746,0.6478,0.8819,0.9848,0.9956,0.103,0.0108,1167959.9229687718,13074603.956550732,383999089.69729376,18257090.198335562,28300676.587678567,40430180.65261486,55741547.246682785,76499866.04500586,99867573.77358855,131662288.47744234,198233373.7781686,104.51664977293512,4018299.175265857,7655342.217920112,14047231.485205576,27439595.522232074,45505787.58527208,66244743.22924157,90255452.81643751,122813795.86806805,188127273.2756581,363302031.0899127,1162516.0,202571,94776,28688,0.7993,79664949.22993504,76600239.07278554,3069898.324689405,5188.167539911464,4704960.0,0.0007,393,1101353.9673698714,30172,26104,23841,278.9056900871372,69229782.00920895,4918,20478,4161,5566.914252222348,3106841135.0469933,800,48194,686,2328.934200496501
95,35719,0.9827,0.9753,0.6475,0.884,0.9855,0.9958,0.1014,0.0103,1190498.4257461503,12968373.98597747,393360806.1334633,18175101.08001968,28673701.87746611,41558747.61925143,58366510.07557788,79482110.88000968,104233714.8684119,138096096.02472612,206817185.48550355,155.7487615212415,3905549.4618625673,7712761.976634695,13846659.915495973,28358710.91344531,47560458.23902718,68960774.79536763,94436289.53648983,128157681.37864187,196368698.40627697,382241742.14448756,1184838.0,205609,94184,28561,0.7996,84005736.0202628,80886773.6322085,3124186.3412603578,5223.953206068721,5628284.0,0.0008,407,1126948.7929156888,30072,26115,23779,285.1668720746578,72947222.83551553,4867,20227,4112,5736.494179038351,3348304034.957374,780,47842,670,2379.359012005428
96,35536,0.9831,0.9761,0.6473,0.8867,0.986,0.9959,0.0994,0.0099,1213967.744897929,12878007.747405555,415355840.2028275,18465589.64345544,29013180.374732267,42261272.47591933,59994180.13772963,82509341.88583583,108414739.66122574,144493111.98033753,215204205.07677525,144.70566898223072,3872246.7734289514,7489648.0967699485,14104167.373340353,28699626.68481397,48823288.285295576,72030695.10810168,98956773.29437539,133772242.63490266,204552025.35920343,398213405.73864746,1207706.0,208693,93658,28412,0.7995,89078538.8972578,85900819.36283398,3183007.6714661233,5288.137042285768,3952071.0,0.0006,372,1154476.7243146377,29936,26130,23693,291.06477021283115,76597094.18582553,4828,20024,4060,5880.200456246195,3576585197.2858872,772,47504,659,2410.0278002550563
97,35334,0.9831,0.976,0.6475,0.8845,0.986,0.9959,0.1015,0.0099,1237702.5559070748,12708238.258292006,430206932.34784293,18328042.816968184,28416020.86857054,42773715.53085277,61516735.145898625,85566044.30235294,113161258.66832615,148809147.18090504,223267601.7969757,195.45768119909815,3692831.1997508397,7209523.896183656,13795738.242936837,27858246.752186228,49729132.04559533,74602345.71954545,103453910.63889919,139447757.13793078,212739056.4949663,407861568.6992084,1231067.0,211823,93204,28288,0.8006,90012808.70315084,86770940.16719851,3247308.6795939365,5440.1436415973585,4303950.0,0.0006,397,1181916.2215641353,29822,26144,23639,297.72217755305354,80432116.03073174,4751,19731,3998,6049.630820064466,3630923119.4423656,761,47329,651,2436.613826229467
98,35174,0.9831,0.9761,0.6481,0.8836,0.9862,0.9959,0.1026,0.0097,1261867.6321984667,12660265.962716121,452630860.2446656,18218974.211825516,27922142.49823796,43398170.58050328,63466471.63561622,88058934.654972,118146583.55041252,155411175.8183813,234922875.89710295,194.9511938463673,3645472.763618779,7062217.368149947,13740519.463567741,27526698.77099281,51050145.31468448,76283751.92460608,108279765.09310108,145390172.22837916,223819929.25721237,430377762.7326892,1254825.0,215000,92916,28146,0.8002,92612196.14803861,89303008.07967934,3314759.685564068,5571.61720481265,4522128.0,0.0006,396,1208695.5375375662,29728,26153,23551,302.12955913134556,84927908.6380107,4697,19497,3952,6155.355426667587,3768628704.2703023,749,47266,643,2496.9095223554195
99,35020,0.9834,0.9767,0.6486,0.8854,0.9867,0.996,0.1013,0.0094,1285769.0404287921,12792330.023528427,468160054.3554974,17912097.402349807,27433782.390679717,43883076.15603854,64428331.60913289,91393697.51503918,123059821.99189124,161966959.53690737,245620153.71755436,62.28966520310004,3509084.219620362,6971719.943005832,13175571.22739603,27437019.737274714,52351592.63033944,79136170.96878806,112679295.87257987,152648436.5905147,234826295.20518905,444907025.38760346,1278943.0,218225,92576,28024,0.8002,97200717.60442728,93825485.51442158,3380909.7979920967,5677.707986402993,4052316.0,0.0006,370,1235887.3189385133,29645,26162,23492,305.2517904367327,88711657.20502788,4634,19236,3895,6311.461899130504,3989529597.0971823,741,47178,637,2506.441185160973
100,34852,0.9838,0.9773,0.6478,0.8876,0.9872,0.9962,0.0996,0.009,1310761.2942612444,12892220.084106598,491618083.29119056,18143867.393347695,27188648.098210618,44932817.26164041,67139165.3309217,94911766.2886965,129051094.11332598,170243930.70553982,255329210.37461984,125.06903950593419,3433909.712621662,6901261.866114714,12923709.249891814,26658690.9235715,53484765.48102637,82721555.63445263,118104663.55395801,161012935.98189324,244441382.17949858,467866921.35967565,1303484.0,221498,91902,27870,0.7997,102789405.52238572,99357965.2047485,3437186.1143563725,5745.796719156824,4070426.0,0.0006,356,1265008.3630935745,29531,26180,23393,309.1666806702117,93763431.83626494,4594,19013,3849,6493.989864957618,4283782934.5802875,727,46709,628,2526.900718269408
